replicate,term,estimate,std.error,statistic,p.value
84,T_h,296.6485802307603,14.245587908906536,20.823891728981682,1.5269269858043656e-14
85,B0,1.68440962868988,0.16886465829833625,9.974909170834332,5.480298346568393e-9
85,E,3.14748559033883,0.4025491040803854,7.818886089758395,2.3509340905267494e-7
85,E_D,30.416897153751293,610645.2782599371,4.981107401735046e-5,0.9999607757908693
85,T_h,295.97762365443117,17884.36988828611,0.01654951365372343,0.9869685525212241
86,B0,1.4579420709026805,0.12574743296560748,11.594209412620254,4.621751417904306e-10
86,E,3.749067228807644,0.5775541580993883,6.491282551137805,3.214009690558729e-6
86,E_D,5.182909700138497,1.0657986050421493,4.862935338457802,1.0805252039995105e-4
86,T_h,294.3157836352577,0.6694121494136953,439.663044498123,1.5323049497582813e-39
87,B0,1.3706547314232458,0.18868895887552428,7.2640961060548825,6.812743942579334e-7
87,E,3.2507399025526102,0.49062551431035945,6.625704957725171,2.439810834998065e-6
87,E_D,6.152713377229756,2.2006520614540617,2.7958592296341496,0.011527158128515397
87,T_h,294.43531343521806,0.5964132447152807,493.6766848224126,1.6954877607382108e-40
88,B0,1.7659995154906891,0.3269162058288732,5.401994407139043,3.265117056584619e-5
88,E,3.6033504179701286,2.0733172949031142,1.7379638065183423,0.0983985059370989
88,E_D,3.604925749985415,0.6702215261714287,5.378707799163332,3.436297824804075e-5
88,T_h,306.8090468850248,2993.7056059874726,0.10248470867389246,0.9194458666979954
89,B0,1.6088308532494582,0.1576343371928246,10.206093938032499,3.785162298442528e-9
89,E,3.6734426386157586,0.5221565601661023,7.035136430053098,1.0697396006205448e-6
89,E_D,6.0634840348236985,1.2982857886018255,4.6703769601866325,1.667074807219058e-4
89,T_h,293.9905884556278,0.6159281216043179,477.31314441345165,3.2167590322580734e-40
90,B0,1.32731438291275,0.1336841648703272,9.928733026834081,5.904967121187719e-9
90,E,4.230114398662528,0.4237871040256937,9.981696843720052,5.42061316360707e-9
90,E_D,6.063609894277526,0.6985097960642214,8.680780038366184,4.880317211072787e-8
90,T_h,293.3417364312649,0.4012381474909382,731.0913437957439,9.759101338674843e-44
91,B0,1.5847322368088088,0.1556812012786504,10.179342295620723,3.949574216397574e-9
91,E,3.6188716174038054,0.4618072969352922,7.836324028268606,2.2751334866047534e-7
91,E_D,7.076855167717015,1.5514441279834519,4.561463116893178,2.13288028007947e-4
91,T_h,293.88015567797095,0.6733810872261035,436.424724799694,1.7633607084047257e-39
92,B0,1.3730698046102003,0.24224149918072074,5.668185712415203,1.8284224903377046e-5
92,E,3.620132848500468,0.5047121261498968,7.172668657906008,8.15081748284827e-7
92,E_D,33.3298201132145,2975394.0438345526,1.1201817178561177e-5,0.999991179021362
92,T_h,296.08113708961434,72369.5603229235,0.004091238578325712,0.9967783243064899
93,B0,1.607785028773603,0.15860163362753463,10.137253898338646,4.223495645136665e-9
93,E,3.383328894806531,0.42339144788615085,7.991018504739146,1.7041448676464358e-7
93,E_D,7.290916460226037,2.560052358331787,2.847955994531703,0.010288170448940577
93,T_h,294.1938974246075,0.7385956664369763,398.3152227846314,1.0005273761237086e-38
94,B0,1.7574716929715626,0.14701428594053362,11.954427977716731,2.7627855773741814e-10
94,E,4.338750612104416,1.4233023448514166,3.0483689061563046,0.006612871714540609
94,E_D,4.339362001729877,1.0256569479639244,4.230812271436498,4.523795366388809e-4
94,T_h,305.34265429485635,1872.4495637904133,0.16307123043503985,0.8721843167193297
95,B0,1.573968803070868,0.17399521408828725,9.046046532476563,2.5794013150096746e-8
95,E,3.170615203211365,0.43721610465776833,7.2518262008970815,6.978228792386619e-7
95,E_D,30.056411496477292,524436.0671584676,5.731186960372658e-5,0.9999548692172767
95,T_h,295.95668821584985,15837.882789091356,0.01868663205537142,0.9852859333292706
96,B0,1.5006414341645264,0.2581012043310196,5.814158977111653,1.3350455531110726e-5
96,E,3.3995798601445033,0.548131628816775,6.202123142360915,5.8617376987427415e-6
96,E_D,33.208858325148526,3404425.516175422,9.754614447390175e-6,0.999992318635067
96,T_h,296.06949715294724,84380.15978855347,0.0035087572469033215,0.9972370013384559
97,B0,1.3154389978420336,0.2538617446991047,5.181714162569815,5.306535020138175e-5
97,E,3.9003294474984163,0.7116326658274698,5.480818454227652,2.7477029546650704e-5
97,E_D,5.182980252271341,0.8176394535517795,6.338955672646138,4.404905048593402e-6
97,T_h,294.0864414029186,0.7122213229131463,412.9144016638515,5.0493126913613885e-39
98,B0,1.5245682338706321,0.13864963036261838,10.995833381476322,1.1168447451401101e-9
98,E,3.767899354229444,0.770473357997655,4.890369426947676,1.0160278282220998e-4
98,E_D,4.606851393659511,0.7935327915357815,5.805495932617401,1.3600997105132038e-5
98,T_h,294.6462136780977,1.121446000288141,262.73776321141827,2.7102033499834654e-35
99,B0,1.6415504990972205,0.1756769210772585,9.344144290730744,1.5516457632081907e-8
99,E,3.2419427337416313,0.4226635454178043,7.670268157470169,3.113604591134539e-7
99,E_D,20.2850304566934,2898.960413122958,0.0069973464849218065,0.9944899195653218
99,T_h,295.5709396796492,161.47294053012516,1.8304673136518876,0.08291257105731822
100,B0,1.6325978150409834,0.1468865066006562,11.114688835779624,9.346603110939398e-10
100,E,3.044461336946949,0.37120644047452506,8.201531560322922,1.1559101482517014e-7
100,E_D,11.451094371960751,31.86550714176152,0.35935704148745384,0.7232908830603544
100,T_h,294.9659291455892,3.780612624546012,78.02066977994332,2.7591882006521377e-25
