photo,UniqueID,date,type,Area,Angle,Length,treatment,temperature,replicate
452,15,May3,size,0.0003448,-86.634,0.187,FULL,16,3
452,15,May3,size,0.0002979,80.754,0.161,FULL,16,3
452,15,May3,size,0.0003616,9.111,0.196,FULL,16,3
452,15,May3,size,0.0001774,62.949,0.096,FULL,16,3
452,15,May3,size,0.0001875,-56.023,0.101,FULL,16,3
452,15,May3,size,0.000318,-99.762,0.172,FULL,16,3
455,16,May3,size,0.0003098,168.207,0.168,FULL,16,4
455,16,May3,size,0.0003032,111.448,0.165,FULL,16,4
455,16,May3,size,0.0002966,-33.511,0.161,FULL,16,4
455,16,May3,size,0.0002867,-29.249,0.155,FULL,16,4
455,16,May3,size,0.0002867,-4.038,0.156,FULL,16,4
455,16,May3,size,0.0003197,-79.749,0.173,FULL,16,4
455,16,May3,size,0.0003032,77.196,0.165,FULL,16,4
455,16,May3,size,0.0002373,150.555,0.128,FULL,16,4
455,16,May3,size,0.0002933,-134.542,0.16,FULL,16,4
455,16,May3,size,0.0003065,-123.518,0.167,FULL,16,4
455,16,May3,size,0.0001516,-23.703,0.082,FULL,16,4
455,16,May3,size,0.0002801,111.93,0.152,FULL,16,4
455,16,May3,size,0.0003032,30.53,0.165,FULL,16,4
455,16,May3,size,0.0002867,39.382,0.157,FULL,16,4
455,16,May3,size,0.0001582,-99.866,0.085,FULL,16,4
455,16,May3,size,0.0003032,-169.186,0.165,FULL,16,4
455,16,May3,size,0.0002505,58.643,0.136,FULL,16,4
455,16,May3,size,0.0002307,-167.381,0.125,FULL,16,4
455,16,May3,size,0.0003296,149.826,0.18,FULL,16,4
455,16,May3,size,0.0002867,66.105,0.156,FULL,16,4
455,16,May3,size,0.0002834,-24.167,0.155,FULL,16,4
458,17,May3,size,0.0003473,-49.699,0.188,FULL,16,5
458,17,May3,size,0.0003308,-87.109,0.18,FULL,16,5
458,17,May3,size,0.0003043,-84.976,0.166,FULL,16,5
458,17,May3,size,0.0003341,-126.069,0.182,FULL,16,5
458,17,May3,size,0.0003341,119.887,0.182,FULL,16,5
458,17,May3,size,0.0004035,-166.079,0.219,FULL,16,5
458,17,May3,size,0.0003109,-124.891,0.169,FULL,16,5
458,17,May3,size,0.0001819,173.66,0.099,FULL,16,5
458,17,May3,size,0.0002051,30.324,0.112,FULL,16,5
461,18,May3,size,0.000348,10.008,0.189,FULL,16,6
461,18,May3,size,0.0001922,-125.655,0.103,FULL,16,6
461,18,May3,size,0.0001392,5.572,0.075,FULL,16,6
461,18,May3,size,0.0003049,2.517,0.166,FULL,16,6
461,18,May3,size,0.000242,93.18,0.131,FULL,16,6
461,18,May3,size,0.0002983,162.378,0.162,FULL,16,6
461,18,May3,size,0.0002386,-103.055,0.129,FULL,16,6
461,18,May3,size,0.0002055,90,0.111,FULL,16,6
461,18,May3,size,0.0001956,-6.882,0.106,FULL,16,6
461,18,May3,size,0.0003381,-60.396,0.184,FULL,16,6
461,18,May3,size,0.0002718,-144.545,0.148,FULL,16,6
461,18,May3,size,0.0003547,-114.624,0.192,FULL,16,6
461,18,May3,size,0.0003348,-16.809,0.183,FULL,16,6
461,18,May3,size,0.0003215,-91.79,0.175,FULL,16,6
461,18,May3,size,0.0003215,76.109,0.174,FULL,16,6
461,18,May3,size,0.0003414,141.78,0.185,FULL,16,6
461,18,May3,size,0.0002652,42.955,0.144,FULL,16,6
461,18,May3,size,0.0004541,147.95,0.247,FULL,16,6
464,19,May3,size,0.0001579,112.714,0.085,DEF,16,1
464,19,May3,size,0.000342,70.159,0.186,DEF,16,1
464,19,May3,size,0.0002532,53.584,0.138,DEF,16,1
464,19,May3,size,0.0001315,104.744,0.072,DEF,16,1
464,19,May3,size,0.0003617,57.771,0.197,DEF,16,1
464,19,May3,size,0.0003157,173.928,0.173,DEF,16,1
464,19,May3,size,0.0003683,-152.507,0.202,DEF,16,1
464,19,May3,size,0.0002368,-148.339,0.129,DEF,16,1
464,19,May3,size,0.0001579,-56.31,0.084,DEF,16,1
464,19,May3,size,0.0003552,-63.914,0.194,DEF,16,1
464,19,May3,size,0.0001874,-48.621,0.101,DEF,16,1
464,19,May3,size,0.0002335,122.535,0.126,DEF,16,1
464,19,May3,size,0.0003486,75.7,0.191,DEF,16,1
464,19,May3,size,0.0003585,143.344,0.195,DEF,16,1
464,19,May3,size,0.0001283,161.565,0.068,DEF,16,1
464,19,May3,size,0.0001447,73.686,0.078,DEF,16,1
464,19,May3,size,0.0001677,61.39,0.091,DEF,16,1
464,19,May3,size,0.0001677,-78.465,0.09,DEF,16,1
464,19,May3,size,0.0001414,-28.393,0.076,DEF,16,1
466,20,May3,size,0.0003006,-88.112,0.164,DEF,16,2
466,20,May3,size,0.0002026,-8.531,0.11,DEF,16,2
466,20,May3,size,0.0001993,97.722,0.109,DEF,16,2
466,20,May3,size,0.0002059,46.302,0.112,DEF,16,2
466,20,May3,size,0.0002026,145.539,0.111,DEF,16,2
466,20,May3,size,0.0001993,-117.848,0.108,DEF,16,2
466,20,May3,size,0.0003627,-80.112,0.199,DEF,16,2
466,20,May3,size,0.0001438,24.775,0.078,DEF,16,2
466,20,May3,size,0.0002679,50.464,0.147,DEF,16,2
466,20,May3,size,0.0003333,139.399,0.183,DEF,16,2
466,20,May3,size,0.000232,-34.592,0.127,DEF,16,2
466,20,May3,size,0.0002026,-14.265,0.11,DEF,16,2
466,20,May3,size,0.0002516,-160.145,0.137,DEF,16,2
466,20,May3,size,0.0003594,172.614,0.197,DEF,16,2
466,20,May3,size,0.0002091,180,0.114,DEF,16,2
466,20,May3,size,0.0002222,25.427,0.121,DEF,16,2
466,20,May3,size,0.0001765,-165.7,0.096,DEF,16,2
466,20,May3,size,0.0002157,44.384,0.118,DEF,16,2
466,20,May3,size,0.0002712,-94.185,0.149,DEF,16,2
466,20,May3,size,0.0001699,-77.347,0.091,DEF,16,2
466,20,May3,size,0.0001667,-119.168,0.09,DEF,16,2
466,20,May3,size,0.0001699,160.498,0.092,DEF,16,2
466,20,May3,size,0.0003268,73.413,0.178,DEF,16,2
466,20,May3,size,0.0002581,-72.255,0.141,DEF,16,2
466,20,May3,size,0.0002647,0.716,0.144,DEF,16,2
466,20,May3,size,0.0002483,-137.161,0.135,DEF,16,2
466,20,May3,size,0.0001568,52.883,0.085,DEF,16,2
466,20,May3,size,0.0001568,73.54,0.084,DEF,16,2
466,20,May3,size,0.0003202,30.256,0.175,DEF,16,2
466,20,May3,size,0.000183,128.333,0.099,DEF,16,2
466,20,May3,size,0.0002712,-19.323,0.149,DEF,16,2
466,20,May3,size,0.0002353,-170.272,0.128,DEF,16,2
466,20,May3,size,0.0002091,23.318,0.115,DEF,16,2
466,20,May3,size,0.0001372,168.69,0.074,DEF,16,2
466,20,May3,size,0.0002745,36.18,0.15,DEF,16,2
466,20,May3,size,0.0002581,-29.836,0.141,DEF,16,2
466,20,May3,size,0.0001372,5.572,0.074,DEF,16,2
466,20,May3,size,0.0002549,174.738,0.139,DEF,16,2
466,20,May3,size,0.0003072,-161.175,0.168,DEF,16,2
466,20,May3,size,0.0002026,124.992,0.11,DEF,16,2
469,21,May3,size,0.0003816,-46.397,0.209,DEF,16,3
469,21,May3,size,0.000137,112.834,0.074,DEF,16,3
469,21,May3,size,0.0002316,-123.917,0.126,DEF,16,3
469,21,May3,size,0.0001924,100.923,0.105,DEF,16,3
472,23,May3,size,0.0002648,-46.005,0.145,DEF,16,5
472,23,May3,size,0.0002681,81.469,0.146,DEF,16,5
472,23,May3,size,0.0002681,77.164,0.146,DEF,16,5
472,23,May3,size,0.0003204,-134.582,0.176,DEF,16,5
472,23,May3,size,0.0002713,54.382,0.149,DEF,16,5
472,23,May3,size,0.0002615,-10.886,0.142,DEF,16,5
472,23,May3,size,0.0003008,134.105,0.164,DEF,16,5
472,23,May3,size,0.0002648,-151.844,0.145,DEF,16,5
472,23,May3,size,0.0002844,-16.763,0.156,DEF,16,5
472,23,May3,size,0.0002746,46.469,0.15,DEF,16,5
472,23,May3,size,0.0002713,-47.961,0.149,DEF,16,5
472,23,May3,size,0.0002288,-109.486,0.125,DEF,16,5
478,24,May3,size,0.0001667,-167.347,0.091,DEF,16,6
478,24,May3,size,0.0004152,149.58,0.229,DEF,16,6
478,24,May3,size,0.0003139,-56.646,0.171,DEF,16,6
478,24,May3,size,0.0001569,-136.736,0.084,DEF,16,6
478,24,May3,size,0.0002681,-55.528,0.147,DEF,16,6
478,24,May3,size,0.0002191,115.017,0.12,DEF,16,6
478,24,May3,size,0.0001667,134.193,0.091,DEF,16,6
478,24,May3,size,0.0001733,-164.358,0.094,DEF,16,6
478,24,May3,size,0.0003531,-63.435,0.194,DEF,16,6
478,24,May3,size,0.0001602,-172.875,0.087,DEF,16,6
478,24,May3,size,0.0002583,-58.151,0.14,DEF,16,6
478,24,May3,size,0.000425,148.655,0.233,DEF,16,6
478,24,May3,size,0.0003139,-56.143,0.172,DEF,16,6
478,24,May3,size,0.0002616,-55.305,0.143,DEF,16,6
478,24,May3,size,0.0001798,133.493,0.097,DEF,16,6
478,24,May3,size,0.0002223,111.961,0.121,DEF,16,6
478,24,May3,size,0.0001602,98.471,0.086,DEF,16,6
478,24,May3,size,0.0002191,156.915,0.12,DEF,16,6
478,24,May3,size,0.0001504,-79.695,0.081,DEF,16,6
478,24,May3,size,0.00017,-65.462,0.091,DEF,16,6
478,24,May3,size,0.0002256,156.468,0.122,DEF,16,6
478,24,May3,size,0.0001471,48.691,0.079,DEF,16,6
478,24,May3,size,0.0001602,-39.958,0.087,DEF,16,6
478,24,May3,size,0.0002583,-165.964,0.142,DEF,16,6
481,37,May3,size,0.0003824,142.619,0.207,FULL,12,1
481,37,May3,size,0.0003757,-136.109,0.202,FULL,12,1
481,37,May3,size,0.0002098,68.895,0.113,FULL,12,1
481,37,May3,size,0.0002064,119.511,0.111,FULL,12,1
481,37,May3,size,0.0002369,-98.366,0.127,FULL,12,1
481,37,May3,size,0.0002301,-64.573,0.124,FULL,12,1
481,37,May3,size,0.0002234,-87.357,0.119,FULL,12,1
484,38,May3,size,0.0003664,137.899,0.201,FULL,12,2
484,38,May3,size,0.000227,37.367,0.124,FULL,12,2
487,39,May3,size,0.0002238,122.735,0.122,FULL,12,3
487,39,May3,size,0.0002271,-151.928,0.124,FULL,12,3
487,39,May3,size,0.0001711,50.631,0.092,FULL,12,3
487,39,May3,size,0.0001942,-80.049,0.105,FULL,12,3
487,39,May3,size,0.0002403,157.011,0.13,FULL,12,3
487,39,May3,size,0.0002501,-109.398,0.137,FULL,12,3
490,40,May3,size,0.0003927,-96.287,0.215,FULL,12,4
490,40,May3,size,0.0001571,50.964,0.086,FULL,12,4
490,40,May3,size,0.0001407,-57.426,0.077,FULL,12,4
493,41,May3,size,0.0004233,102.961,0.232,FULL,12,5
493,41,May3,size,0.0001986,124.756,0.109,FULL,12,5
493,41,May3,size,0.0001921,70.942,0.104,FULL,12,5
493,41,May3,size,0.0003419,77.293,0.189,FULL,12,5
493,41,May3,size,0.0001888,-137.862,0.102,FULL,12,5
496,42,May3,size,0.0003493,-156.588,0.191,FULL,12,6
496,42,May3,size,0.0001632,-127.569,0.088,FULL,12,6
496,42,May3,size,0.0003329,91.134,0.183,FULL,12,6
496,42,May3,size,0.0001958,104.5,0.107,FULL,12,6
496,42,May3,size,0.0002089,-138.814,0.114,FULL,12,6
499,43,May3,size,0.0002208,-177.357,0.118,DEF,12,1
499,43,May3,size,0.000184,135,0.098,DEF,12,1
